,randNumCol,Total Score,HW
290,259154711,52.0,2
291,853027552,46.0,2
292,612832753,52.0,2
293,113289517,34.0,2
294,823906653,50.0,2
295,543773582,49.5,2
296,624396569,50.0,2
297,498220528,39.0,2
298,507273770,49.5,2
299,582804068,49.0,2
300,241288793,49.0,2
302,799911481,36.0,2
303,820492858,48.0,2
304,567174326,41.0,2
305,827903731,51.0,2
306,766195530,48.0,2
307,760982848,36.0,2
308,175804971,40.0,2
309,450838843,36.0,2
310,228504431,46.0,2
311,172025158,46.0,2
313,205298298,48.0,2
314,271322090,49.0,2
315,874987678,42.0,2
316,344244488,51.0,2
317,596322861,37.5,2
318,844072779,48.0,2
319,789354791,26.0,2
320,712401694,51.0,2
321,469327354,45.0,2
322,224722605,47.5,2
323,975894419,47.0,2
324,347004012,49.5,2
325,202503529,46.0,2
326,109676668,52.0,2
327,612288045,41.0,2
328,592063653,45.0,2
329,703728651,49.0,2
330,451874760,50.0,2
331,646355412,51.0,2
332,230651161,44.0,2
334,812260068,9.0,2
335,951481595,45.0,2
336,921076154,48.0,2
337,449241542,42.0,2
338,613579952,50.0,2
339,795533292,50.0,2
340,961061035,45.0,2
342,233084695,45.5,2
343,618644141,50.0,2
344,927131401,46.5,2
345,512795474,51.0,2
346,331964985,48.5,2
347,855495962,46.0,2
348,998650703,20.0,2
349,856742706,31.0,2
350,779856123,39.0,2
352,152653717,46.0,2
354,357395409,49.0,2
355,663677168,49.0,2
356,612588975,40.5,2
357,236439197,39.0,2
358,194767716,34.0,2
359,413697324,49.0,2
360,295082527,46.0,2
362,818032069,46.0,2
363,140341082,43.0,2
364,959944273,35.0,2
365,737209238,51.0,2
366,789619419,48.0,2
367,409608341,47.5,2
368,670589436,52.0,2
369,528283788,46.0,2
370,387775822,48.5,2
372,435513629,52.0,2
373,933263408,47.0,2
374,334276170,48.0,2
375,629529492,49.0,2
376,686563160,49.0,2
377,739219874,47.0,2
378,394932001,51.0,2
379,239659876,50.0,2
380,312992693,47.0,2
381,269388788,49.0,2
382,431198619,51.0,2
383,989909750,37.0,2
384,987271395,49.0,2
385,484369130,44.0,2
386,528167595,51.0,2
387,443524764,49.0,2
388,173907334,47.5,2
389,692457537,17.0,2
390,538465676,51.0,2
392,591072381,47.0,2
393,776100277,21.0,2
394,903454596,50.0,2
395,885343848,51.0,2
396,145881787,46.0,2
397,486223826,47.0,2
399,308884206,49.0,2
400,605557149,52.0,2
401,888839383,49.0,2
