,randNumCol,mid1,HW1,HW2,HW3,HW4,HW5,HW6,HW7,HW8,HW9,HW10
304,820436799,129.0,,,53.0,52.0,45.0,50.0,50.0,50.0,,50.0
305,818032069,120.5,43.5,46.0,51.5,47.5,49.0,,,36.0,25.0,55.0
306,140341082,113.0,38.0,43.0,46.5,48.0,49.0,50.0,33.0,50.0,50.0,
307,959944273,66.5,47.0,35.0,41.0,48.0,49.0,51.0,46.0,,,
308,737209238,139.0,54.0,51.0,53.0,51.0,52.0,50.0,51.0,,,
309,789619419,125.0,47.5,48.0,53.0,52.0,47.0,45.0,48.0,52.0,,
310,409608341,140.0,51.5,47.5,50.0,52.0,48.0,48.0,48.0,50.0,,
311,670589436,135.0,43.0,52.0,53.0,,51.0,43.0,48.0,,,55.0
312,528283788,129.0,47.0,46.0,49.0,24.0,50.0,45.0,38.0,49.0,44.0,
313,387775822,117.0,34.0,48.5,47.5,50.0,49.0,46.0,46.0,,47.0,
314,435513629,132.0,40.0,52.0,48.0,52.0,50.0,47.0,48.0,,,50.0
315,933263408,127.5,50.0,47.0,49.0,50.0,46.0,50.0,48.0,50.0,,
316,334276170,136.5,48.0,48.0,47.0,50.0,46.0,44.0,,50.0,,
317,629529492,134.5,45.5,49.0,44.0,50.0,45.0,50.0,50.0,50.0,,
318,686563160,132.5,48.0,49.0,48.5,49.0,42.0,47.0,50.0,48.0,,55.0
319,739219874,145.0,46.0,47.0,48.5,48.0,41.0,50.0,48.0,47.0,,
320,394932001,121.5,38.5,51.0,42.0,51.0,48.0,50.0,48.0,43.0,40.0,52.0
321,239659876,133.0,28.0,50.0,47.5,40.5,52.0,38.0,44.0,44.0,44.0,50.0
322,312992693,137.0,53.0,47.0,53.0,52.0,48.0,48.0,45.0,47.0,48.0,55.0
323,269388788,143.0,45.0,49.0,47.0,50.0,50.0,50.0,49.0,48.0,48.0,50.0
324,431198619,136.0,48.0,51.0,47.0,47.0,40.0,49.0,50.0,45.0,46.0,55.0
325,987271395,125.0,25.0,49.0,50.0,41.0,45.0,36.0,35.0,30.0,39.0,50.0
326,484369130,133.0,28.0,44.0,29.0,35.5,47.0,43.0,49.0,40.0,48.0,50.0
327,528167595,145.0,47.0,51.0,53.0,52.0,41.0,50.0,52.0,50.0,50.0,
328,443524764,131.0,41.0,49.0,38.0,47.0,46.0,49.0,44.0,43.0,50.0,55.0
329,173907334,109.0,46.0,47.5,47.0,46.5,50.0,48.5,50.0,44.0,52.0,55.0
330,692457537,108.5,,17.0,,,37.0,41.0,41.0,31.0,,41.0
331,591072381,140.5,,47.0,51.5,50.0,49.0,45.0,41.0,,,45.75
332,776100277,107.0,,21.0,27.5,38.5,51.0,50.0,,46.0,39.0,
333,903454596,142.0,42.5,50.0,46.0,52.0,52.0,52.0,50.0,51.0,50.0,55.0
334,885343848,134.5,49.0,51.0,53.0,48.0,49.0,48.0,,,46.0,
335,145881787,131.0,53.0,46.0,53.0,50.0,51.0,50.0,52.0,50.0,,
336,486223826,139.5,53.0,47.0,50.0,52.0,51.0,52.0,50.0,52.0,49.0,44.0
337,308884206,129.0,45.0,49.0,47.5,42.0,38.0,50.0,50.0,49.0,50.0,50.0
338,605557149,110.5,48.0,52.0,47.0,37.5,50.0,52.0,52.0,10.0,50.0,
339,888839383,132.0,45.0,49.0,49.5,42.5,49.0,39.0,45.0,48.0,45.0,
