,randNumCol,Total Score,HW
322,224722605,45.0,6
323,975894419,44.0,6
324,347004012,46.0,6
325,202503529,50.0,6
326,109676668,52.0,6
327,612288045,39.0,6
328,592063653,52.0,6
329,703728651,50.0,6
330,451874760,47.0,6
334,812260068,43.0,6
335,951481595,41.5,6
336,921076154,39.0,6
337,449241542,28.0,6
338,613579952,44.0,6
339,795533292,51.0,6
340,961061035,39.0,6
341,524269695,43.0,6
342,233084695,37.0,6
343,618644141,50.0,6
344,927131401,41.0,6
345,512795474,52.0,6
346,331964985,46.0,6
347,855495962,46.0,6
348,998650703,34.0,6
349,856742706,13.0,6
350,779856123,48.0,6
351,448105180,36.0,6
352,152653717,49.5,6
353,869335817,48.0,6
355,663677168,45.0,6
356,612588975,42.0,6
358,194767716,50.0,6
359,413697324,50.0,6
360,295082527,46.0,6
361,820436799,50.0,6
363,140341082,50.0,6
364,959944273,51.0,6
365,737209238,50.0,6
366,789619419,45.0,6
367,409608341,48.0,6
368,670589436,43.0,6
369,528283788,45.0,6
370,387775822,46.0,6
372,435513629,47.0,6
373,933263408,50.0,6
374,334276170,44.0,6
375,629529492,50.0,6
376,686563160,47.0,6
377,739219874,50.0,6
378,394932001,50.0,6
379,239659876,38.0,6
380,312992693,48.0,6
381,269388788,50.0,6
382,431198619,49.0,6
384,987271395,36.0,6
385,484369130,43.0,6
386,528167595,50.0,6
387,443524764,49.0,6
388,173907334,48.5,6
389,692457537,41.0,6
390,538465676,41.0,6
392,591072381,45.0,6
393,776100277,50.0,6
394,903454596,52.0,6
395,885343848,48.0,6
396,145881787,50.0,6
397,486223826,52.0,6
399,308884206,50.0,6
400,605557149,52.0,6
401,888839383,39.0,6
